Directory Name,Species,Common name,Other species names,Species Taxonomy ID,Taxonomic Lineage,Assembly name,NCBI accession,Source of assembly,NCBI assembly name,NCBI assembly status,Assembly submission date,Assembly submitter organization,contig N50 (bp),scaffold N50 (bp),No. ancestral genes with intact ORF,No. ancestral genes with inactivating mutations,No. ancestral genes with missing sequences
Rhinolophus_hipposideros__Lesser_horseshoe_bat__HLrhiHip1B__GCA_964194215.1,Rhinolophus hipposideros,Lesser horseshoe bat,Vespertilio hipposideros,77218,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Rhinolophidae; Rhinolophinae; Rhinolophus,HLrhiHip1B,GCA_964194215.1,NCBI,mRhiHip2.hap2.1,Scaffold,2024-06-27,WELLCOME SANGER INSTITUTE,1922115,89090646,14897.0,219.0,80.0
Rhinolophus_hipposideros__Lesser_horseshoe_bat__HLrhiHipp2A__GCA_964194215.2,Rhinolophus hipposideros,Lesser horseshoe bat,Vespertilio hipposideros,77218,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Rhinolophidae; Rhinolophinae; Rhinolophus,HLrhiHipp2A,GCA_964194215.2,NCBI,mRhiHip2.hap2.2,Chromosome,2025-04-12,WELLCOME SANGER INSTITUTE,44946000,89071765,14985.0,200.0,11.0
Rhinolophus_perniger_lanosus__Northern_woolly_horseshoe_bat__HLrhiLuc4__GCA_043748575.1,Rhinolophus perniger lanosus,Northern woolly horseshoe bat,Rhinolophus lanosus,337453,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Rhinolophidae; Rhinolophinae; Rhinolophus,HLrhiLuc4,GCA_043748575.1,"NCBI, Bat1K",,,2021-10-04,,53323821,154900566,14948.0,241.0,7.0
Rhinolophus_rex__king_horseshoe_bat__HLrhiRex1__GCA_041825415.1,Rhinolophus rex,king horseshoe bat,,188572,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Rhinolophidae; Rhinolophinae; Rhinolophus,HLrhiRex1,GCA_041825415.1,NCBI,ASM4182541v1,Chromosome,2024-09-09,East China Normal University,75261663,94173463,15001.0,187.0,8.0
Rhinolophus_yonghoiseni__Yong_Hoi_Sens_woolly_horseshoe_bat__HLrhiSed2__GCA_043880425.1,Rhinolophus yonghoiseni,Yong Hoi Sens woolly horseshoe bat,Rhinolophus yonghoiseni,59480,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Rhinolophidae; Rhinolophinae; Rhinolophus,HLrhiSed2,GCA_043880425.1,"NCBI, Bat1K",,,2021-10-03,,28095277,181652838,14854.0,335.0,7.0
Rhinolophus_sinicus__Chinese_rufous_horseshoe_bat__HLrhiSin1__GCA_001888835.1,Rhinolophus sinicus,Chinese rufous horseshoe bat,Rhinolophus rouxii sinicus,89399,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Rhinolophidae; Rhinolophinae; Rhinolophus,HLrhiSin1,GCA_001888835.1,NCBI,ASM188883v1,Scaffold,2016-12-04,SKLEC & IECR,37803,3754400,14388.0,539.0,269.0
Rhinolophus_sinicus__Chinese_rufous_horseshoe_bat__HLrhiSin4__GCA_036562045.1,Rhinolophus sinicus,Chinese rufous horseshoe bat,Rhinolophus rouxii sinicus,89399,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Rhinolophidae; Rhinolophinae; Rhinolophus,HLrhiSin4,GCA_036562045.1,NCBI,ASM3656204v1,Chromosome,2024-06-26,"Kunming Institute of Zoology, Chinese Academy of Sciences",42906106,166556632,14546.0,390.0,260.0
Rhinolophus_trifoliatus__Trefoil_horseshoe_bat__HLrhiTri2__GCA_043728145.1,Rhinolophus trifoliatus,Trefoil horseshoe bat,,430492,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Rhinolophidae; Rhinolophinae; Rhinolophus,HLrhiTri2,GCA_043728145.1,"NCBI, Bat1K",,,2021-10-03,,11115074,184920896,14784.0,381.0,31.0
Rhinopoma_cystops__Egyptian_mouse-tailed_bat__HLrhiCyst1A__GCA_055761895.1,Rhinopoma cystops,Egyptian mouse-tailed bat,Rhinopoma hardwickii cystops,1034335,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Rhinopomatidae; Rhinopoma,HLrhiCyst1A,GCA_055761895.1,NCBI,mRhiCys1.hap1,Chromosome,2026-03-10,Bat1K Project,31224982,160986869,14973.0,213.0,10.0
Rhinopoma_cystops__Egyptian_mouse-tailed_bat__HLrhiCyst1B__GCA_055761905.1,Rhinopoma cystops,Egyptian mouse-tailed bat,Rhinopoma hardwickii cystops,1034335,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Rhinopomatidae; Rhinopoma,HLrhiCyst1B,GCA_055761905.1,NCBI,mRhiCys1.hap2,Chromosome,2026-03-10,Bat1K Project,32762973,154095941,14471.0,214.0,511.0
Rhinopoma_microphyllum__Greater_mouse-tailed_bat__HLrhiMic1__GCA_043880545.1,Rhinopoma microphyllum,Greater mouse-tailed bat,,173903,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Rhinopomatidae; Rhinopoma,HLrhiMic1,GCA_043880545.1,"NCBI, Bat1K",,,2021-10-19,,33347918,146810189,14980.0,199.0,17.0
Erinaceus_europaeus__western_European_hedgehog__HLeriEur3__GCF_950295315.1,Erinaceus europaeus,western European hedgehog,"European hedgehog,common hedgehog",9365,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Erinaceidae; Erinaceinae; Erinaceus,HLeriEur3,GCF_950295315.1,NCBI,mEriEur2.1,Chromosome,2023-05-01,WELLCOME SANGER INSTITUTE,999919,126757761,14128.0,600.0,468.0
Solenodon_paradoxus__Hispaniolan_solenodon__HLsolPar1__GCA_004363575.1,Solenodon paradoxus,Hispaniolan solenodon,,79805,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Solenodontidae; Solenodon,HLsolPar1,GCA_004363575.1,NCBI,SolPar_v1_BIUU,Scaffold,2019-03-22,Broad Institute,236847,407682,14402.0,456.0,338.0
Crocidura_zimmermanni__Zimmermanns_shrew__HLcroZim1__GCA_965212715.1,Crocidura zimmermanni,Zimmermanns shrew,,387912,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Crocidurinae; Crocidura,HLcroZim1,GCA_965212715.1,NCBI,mCroZim1.1,Chromosome,2025-03-20,Genoscope CEA,28351139,127229103,14223.0,665.0,308.0
Crocidura_gueldenstaedtii__Guldenstadts_white-toothed_shrew__HLcroGuel1__GCA_965212715.2,Crocidura gueldenstaedtii,Guldenstadts white-toothed shrew,"Sorex Güldenstaedtii,Lesser white-toothed shrew,lesser shrew,Sorex suaveolens,Crocidura suaveolens gueldenstaedtii",458323,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Crocidurinae; Crocidura; Crocidura suaveolens,HLcroGuel1,GCA_965212715.2,NCBI,mCroZim1.2,Chromosome,2025-07-07,Genoscope CEA,28351139,127229103,14228.0,665.0,303.0
Scutisorex_somereni__Hero_shrew__HLscuSome1__GCA_054737625.1,Scutisorex somereni,Hero shrew,,150088,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Crocidurinae; Scutisorex,HLscuSome1,GCA_054737625.1,NCBI,ScuSom1,Scaffold,2026-01-26,Louisiana State University,3169756,109823726,13920.0,836.0,440.0
Suncus_etruscus__white-toothed_pygmy_shrew__HLsunEtr1__GCF_024139225.1,Suncus etruscus,white-toothed pygmy shrew,Sorex etruscus,109475,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Crocidurinae; Suncus,HLsunEtr1,GCF_024139225.1,NCBI,mSunEtr1.pri.cur,Chromosome,2022-07-06,Vertebrate Genomes Project,5042816,131952995,13463.0,1386.0,347.0
Suncus_murinus__House_shrew__HLsunMuri1__GCA_055769025.1,Suncus murinus,House shrew,"Sorex murinus,Asian house shrew",9378,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Crocidurinae; Suncus,HLsunMuri1,GCA_055769025.1,NCBI,Smur_1.0,Chromosome,2026-03-10,Guangzhou university,108479493,128092613,14127.0,744.0,325.0
Blarina_brevicauda__Short-tailed_shrew__HLblaBrev1__GCA_051295465.1,Blarina brevicauda,Short-tailed shrew,"northern short-tailed shrew,Sorex brevicaudus",9387,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Soricinae; Blarina,HLblaBrev1,GCA_051295465.1,NCBI,mBlaBre1_p1.1,Contig,2025-07-11,Canada's national platform for genome sequencing and analysis,2920142,2920142,13360.0,802.0,1034.0
Cryptotis_parvus__least_shrew__HLcryPar1__GCA_021461705.1,Cryptotis parvus,least shrew,"Cryptotis parva,Sorex parvus",183661,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Soricinae; Cryptotis,HLcryPar1,GCA_021461705.1,NCBI,Cryptotis parva assembly 1.0,Contig,2022-01-13,National Institutes of Health,112257,112257,1072.0,10302.0,3822.0
Sorex_araneus__European_shrew__HLsorAra3__GCF_027595985.1,Sorex araneus,European shrew,Eurasian shrew,42254,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Soricinae; Sorex,HLsorAra3,GCF_027595985.1,NCBI,mSorAra2.pri,Chromosome,2023-01-09,Vertebrate Genomes Project,4024507,374364821,14313.0,631.0,252.0
Sorex_cinereus__cinereus_shrew__HLsorCin1__GCA_026122425.1,Sorex cinereus,cinereus shrew,Sorex arcticus cinereus,36803,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Soricinae; Sorex,HLsorCin1,GCA_026122425.1,NCBI,SC2_V1,Scaffold,2022-11-10,Trent University,52203,2625934,10450.0,1050.0,3696.0
Sorex_fumeus__smoky_shrew__HLsorFum1__GCF_029834395.1,Sorex fumeus,smoky shrew,,62283,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Soricinae; Sorex,HLsorFum1,GCF_029834395.1,NCBI,SorFum_2.1,Contig,2023-04-17,Trent University,42400022,42400022,14285.0,642.0,269.0
Sorex_hoyi__Pygmy_shrew__HLsorHoyi1__GCA_051176035.1,Sorex hoyi,Pygmy shrew,,9384,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Soricinae; Sorex,HLsorHoyi1,GCA_051176035.1,NCBI,mSorHoy1_p1.1,Contig,2025-07-02,Canada's national platform for genome sequencing and analysis,7586340,7586340,13814.0,534.0,848.0
Sorex_maritimensis__Maritime_shrew__HLsorMar1__GCA_030324115.1,Sorex maritimensis,Maritime shrew,Sorex arcticus maritimensis,395025,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Soricinae; Sorex,HLsorMar1,GCA_030324115.1,NCBI,SorMar_1.0,Scaffold,2023-06-22,Trent University,39490,105017,9783.0,993.0,4420.0
Sorex_ornatus__Ornate_shrew__HLsorOrn1A__GCA_041430695.1,Sorex ornatus,Ornate shrew,,126318,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Soricinae; Sorex,HLsorOrn1A,GCA_041430695.1,NCBI,mSorOrn1.0.p,Scaffold,2024-08-22,UCLA,15899521,115205878,14382.0,638.0,176.0
Sorex_ornatus__Ornate_shrew__HLsorOrn1B__GCA_041430635.1,Sorex ornatus,Ornate shrew,,126318,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Soricinae; Sorex,HLsorOrn1B,GCA_041430635.1,NCBI,mSorOrn1.0.a,Scaffold,2024-08-22,UCLA,19322863,113643214,14398.0,573.0,225.0
Condylura_cristata__star-nosed_mole__conCri1__GCF_000260355.1,Condylura cristata,star-nosed mole,,143302,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Condylura,conCri1,GCF_000260355.1,NCBI,ConCri1.0,Scaffold,2012-05-01,Broad Institute,46163,55520359,13501.0,737.0,958.0
Desmana_moschata__Insectivores__HLdesMos1__GCA_965120235.1,Desmana moschata,Insectivores,Castor moschata,182682,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Desmana,HLdesMos1,GCA_965120235.1,NCBI,Dmo_genome,Scaffold,2025-02-07,Research Centre in Biodiversity and Genetic Resources - InBIO Associate Laboratory,28485,55067,13496.0,553.0,1147.0
Galemys_pyrenaicus__Pyrenean_desman__HLgalPyr1__GCA_019455555.1,Galemys pyrenaicus,Pyrenean desman,Pyrenean desman,202257,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Galemys,HLgalPyr1,GCA_019455555.1,NCBI,Gpyr_1.0,Scaffold,2021-08-05,Institute of Evolutionary Biology (CSIC-UPF),64544,8503682,14752.0,273.0,171.0
Mogera_wogura__Japanese_mole__HLmogWogu2__GCA_054767415.1,Mogera wogura,Japanese mole,Talpa wogura,62295,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Mogera,HLmogWogu2,GCA_054767415.1,NCBI,Mwogura_1.0,Scaffold,2025-04-11,Hokkaido University,105512,40941171,13354.0,1094.0,748.0
Scalopus_aquaticus__eastern_mole__HLscaAqu1__GCA_004024925.1,Scalopus aquaticus,eastern mole,,71119,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Scalopus,HLscaAqu1,GCA_004024925.1,NCBI,ScaAqu_v1_BIUU,Scaffold,2019-01-15,Broad Institute,72421,94879,14172.0,410.0,614.0
Scaptochirus_moschatus__Short-faced_mole__HLscaMos1__GCA_042919465.1,Scaptochirus moschatus,Short-faced mole,,446353,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Scaptochirus,HLscaMos1,GCA_042919465.1,NCBI,ASM4291946v1,Chromosome,2024-10-15,Qufu Normal University,67659624,110510357,14877.0,277.0,42.0
Talpa_europaea__European_mole__HLtalEur1A__GCA_964194135.1,Talpa europaea,European mole,Talpa sp. PPW-2003,9375,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Talpa,HLtalEur1A,GCA_964194135.1,NCBI,mTalEur1.hap1.1,Chromosome,2024-06-28,WELLCOME SANGER INSTITUTE,3421604,136888642,14837.0,289.0,70.0
Talpa_europaea__European_mole__HLtalEur1B__GCA_964194205.1,Talpa europaea,European mole,Talpa sp. PPW-2003,9375,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Talpa,HLtalEur1B,GCA_964194205.1,NCBI,mTalEur1.hap2.1,Scaffold,2024-06-27,WELLCOME SANGER INSTITUTE,3507589,136515677,14844.0,279.0,73.0
Talpa_occidentalis__Iberian_mole__HLtalOcc1__GCA_014898055.1,Talpa occidentalis,Iberian mole,,50954,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Talpa,HLtalOcc1,GCA_014898055.1,NCBI,MPIMG_talOcc4,Scaffold,2020-10-19,Max Planck Institute for Molecular Genetics,2611709,119847213,14267.0,860.0,69.0
Uropsilus_gracilis__gracile_shrew_mole__HLuroGra1__GCA_004024945.1,Uropsilus gracilis,gracile shrew mole,,182669,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Uropsilus,HLuroGra1,GCA_004024945.1,NCBI,UroGra_v1_BIUU,Scaffold,2019-01-15,Broad Institute,43618,55035,11514.0,977.0,2705.0
Equus_asinus__ass__HLequAsi3__GCA_016077325.1,Equus asinus,ass,"African wild ass,donkey,African ass,Somali wild ass,domestic ass",9793,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus,HLequAsi3,GCA_016077325.1,NCBI,EquAsi1.0,Chromosome,2020-12-15,"Dairy Cattle Research Center, Shandong Academy of Agricultural Sciences",25075547,98598843,13558.0,1610.0,28.0
Equus_asinus__Ass__HLequAsin4__GCF_041296235.1,Equus asinus,Ass,"African wild ass,African ass,Somali wild ass,domestic ass,donkey",9793,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus,HLequAsin4,GCF_041296235.1,NCBI,EquAss-T2T_v2,Chromosome,2024-12-12,University of Kentucky,102829910,101318199,15128.0,65.0,3.0
Equus_asinus__Donkey__HLequAsin5__GCA_052445885.1,Equus asinus,Donkey,"ass,African ass,domestic ass,Somali wild ass,African wild ass",9793,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus,HLequAsin5,GCA_052445885.1,NCBI,ASM5244588v1,Chromosome,2025-09-04,Inner Mongolia University,99746532,99746532,15132.0,60.0,4.0
Equus_caballus__Horse__HLequCaba4__GCF_041296265.1,Equus caballus,Horse,"Equus przewalskii f. caballus,equine,Equus przewalskii forma caballus,domestic horse",9796,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus,HLequCaba4,GCF_041296265.1,NCBI,TB-T2T,Chromosome,2024-08-16,University of Kentucky,99223387,99223387,15126.0,66.0,4.0
Equus_caballus__Horse__HLequCaba5__GCA_052818215.1,Equus caballus,Horse,"Equus przewalskii f. caballus,equine,domestic horse,Equus przewalskii forma caballus",9796,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus,HLequCaba5,GCA_052818215.1,NCBI,T2T-horse1.0,Complete Genome,2025-09-24,China Agricultural University,100959084,100959084,15128.0,66.0,2.0
Equus_kiang__Kiang__HLequKian1__GCA_052150635.1,Equus kiang,Kiang,,94398,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus,HLequKian1,GCA_052150635.1,NCBI,ASM5215063v1,Complete Genome,2025-08-19,Inner Mongolia University,107027433,107027433,15130.0,64.0,2.0
Equus_przewalskii__Przewalskis_horse__HLequPrze2__GCF_037783145.1,Equus przewalskii,Przewalskis horse,"Equus caballus przewalskii,Equus ferus przewalskii,Przewalski horse",9798,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus,HLequPrze2,GCF_037783145.1,NCBI,EquPr2,Chromosome,2024-04-01,University of Minnesota,25995503,85145959,15062.0,119.0,15.0
Equus_quagga__plains_zebra__HLequQua2__GCF_021613505.1,Equus quagga,plains zebra,Equus burchellii quagga,89248,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus,HLequQua2,GCF_021613505.1,NCBI,UCLA_HA_Equagga_1.0,Chromosome,2022-01-31,University of California Los Angeles,427941,122556673,14857.0,277.0,62.0
Equus_zebra__mountain_zebra__HLequZeb1,Equus zebra,mountain zebra,,9791,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus,HLequZeb1,DNA Zoo Consortium,DNA Zoo Consortium,,,2021-02-19,,182436,150600390,14727.0,231.0,238.0
Equus_caballus__horse__equCab3__GCF_002863925.1,Equus caballus,horse,"Equus przewalskii f. caballus,equine,domestic horse,Equus przewalskii forma caballus",9796,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus,equCab3,GCF_002863925.1,NCBI,EquCab3.0,Chromosome,2018-01-05,University of Louisville,1502753,87230776,15033.0,146.0,17.0
Equus_przewalskii__Przewalskis_horse__equPrz1__GCF_000696695.1,Equus przewalskii,Przewalskis horse,"Equus ferus przewalskii,Przewalski horse,Equus caballus przewalskii",9798,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus,equPrz1,GCF_000696695.1,NCBI,Burgud,Scaffold,2014-06-05,"College of Animal Science, Inner Mongolian Agricultural University, China",57610,513800,12769.0,1758.0,669.0
Equus_asinus_asinus__ass__HLequAsiAsi2__GCA_003033725.1,Equus asinus asinus,ass,"domestic ass,donkey,African ass,Somali wild ass,African wild ass",83772,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus; Equus asinus,HLequAsiAsi2,GCA_003033725.1,NCBI,ASM303372v1,Scaffold,2018-04-04,Centre for GeoGenetics,134070,15144613,14283.0,616.0,297.0
Equus_quagga_quagga__quagga__HLequQua1,Equus quagga quagga,quagga,"Equus quagga,Burchell's zebra,Equus quagga quagga,-,Equus quagga burchellii,plains zebra",89252,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus; Equus quagga,HLequQua1,DNA Zoo Consortium,DNA Zoo Consortium,,,2021-04-12,,89245,114504116,14245.0,383.0,568.0
Equus_quagga_boehmi__Grants_zebra__HLequQuaBoe1,Equus quagga boehmi,Grants zebra,"Equus quagga boehmi,Burchell's zebra,Equus burchelli boehmi,plains zebra",89250,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus; Equus quagga,HLequQuaBoe1,DNA Zoo Consortium,DNA Zoo Consortium,,,2020-08-01,,89245,114504116,14243.0,384.0,569.0
Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1,Ceratotherium simum cottoni,northern white rhinoceros,"square-lipped rhinoceros,white rhinoceros,northern square-lipped rhinoceros,Rhinoceros simus",310713,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Rhinocerotidae; Ceratotherium; Ceratotherium simum,HLcerSimCot2,GCA_021442165.1,NCBI,ASM2144216v1,Chromosome,2022-01-12,Max Planck Institute for Molecular Genetics,16022912,65935509,14721.0,448.0,27.0
Ceratotherium_simum_simum__Southern_white_rhinoceros__HLcerSimuSim3__GCA_023653735.1,Ceratotherium simum simum,Southern white rhinoceros,"Rhinoceros simus,white rhinoceros,square-lipped rhinoceros,southern square-lipped rhinoceros",73337,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Rhinocerotidae; Ceratotherium; Ceratotherium simum,HLcerSimuSim3,GCA_023653735.1,NCBI,ASM2365373v1,Chromosome,2022-06-29,Northwest A&F University,50391373,67555069,15055.0,130.0,11.0
Dicerorhinus_sumatrensis_sumatrensis__Sumatran_rhinoceros__HLdicSum1__GCA_002844835.1,Dicerorhinus sumatrensis sumatrensis,Sumatran rhinoceros,,310712,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Rhinocerotidae; Dicerorhinus; Dicerorhinus sumatrensis,HLdicSum1,GCA_002844835.1,NCBI,ASM284483v1,Scaffold,2017-12-19,Marshall University Genomic Core Facility,89455,614498,14796.0,222.0,178.0
Dicerorhinus_sumatrensis_harrissoni__Sumatran_rhinoceros__HLdicSumHar2__GCA_014189135.1,Dicerorhinus sumatrensis harrissoni,Sumatran rhinoceros,,310711,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Rhinocerotidae; Dicerorhinus; Dicerorhinus sumatrensis,HLdicSumHar2,GCA_014189135.1,NCBI,NRM_Dsumatrensis_v1.fasta,Scaffold,2020-08-14,Swedish Museum of Natural History,70892,54482381,14730.0,358.0,108.0
Diceros_bicornis_minor__black_rhinoceros__HLdicBicMin2__GCA_020826845.1,Diceros bicornis minor,black rhinoceros,Rhinoceros bicornis,77932,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Rhinocerotidae; Diceros; Diceros bicornis,HLdicBicMin2,GCA_020826845.1,NCBI,mDicBic1.mat.cur,Chromosome,2021-11-10,Vertebrate Genomes Project,28468213,65026825,14991.0,195.0,10.0
Rhinoceros_unicornis__greater_Indian_rhinoceros__HLrhiUni1,Rhinoceros unicornis,greater Indian rhinoceros,Indian rhinoceros,9809,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Rhinocerotidae; Rhinoceros,HLrhiUni1,DNA Zoo Consortium,DNA Zoo Consortium,,,2020-09-01,,105321,56870999,14397.0,303.0,496.0
Tapirus_indicus__Asiatic_tapir__HLtapInd1__GCA_004024905.1,Tapirus indicus,Asiatic tapir,Malayan tapir,9802,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Tapiridae; Tapirus,HLtapInd1,GCA_004024905.1,NCBI,TapInd_v1_BIUU,Scaffold,2019-01-15,Broad Institute,225792,308930,14806.0,156.0,234.0
Tapirus_indicus__Asiatic_tapir__HLtapInd2,Tapirus indicus,Asiatic tapir,Malayan tapir,9802,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Tapiridae; Tapirus,HLtapInd2,DNA Zoo Consortium,DNA Zoo Consortium,,,2020-09-02,,155433,111226585,14478.0,296.0,422.0
