Species,Common_Name,Directory_Name,NCBI_Accession,Assembly_Status,Contig_N50,Scaffold_N50,Intact_ORFs
Sternotherus odoratus,Common musk turtle,Sternotherus_odoratus__Common_musk_turtle__HLsteOdor1__GCA_032164245.1,GCA_032164245.1,Scaffold,17031157,108345705,
Sterrhoptilus dennistouni,Golden crowned babbler,Sterrhoptilus_dennistouni__Golden_crowned_babbler__HLsteDen1__GCA_013397095.1,GCA_013397095.1,Scaffold,50778,955539,
Stictonetta naevosa,freckled duck,Stictonetta_naevosa__freckled_duck__HLstiNae1__GCA_011074415.1,GCA_011074415.1,Chromosome,136958,10707530,
Streptopelia decaocto,Eurasian collared-dove,Streptopelia_decaocto__Eurasian_collared-dove__HLstrDec1A__GCA_964273445.1,GCA_964273445.1,Chromosome,2425281,78754139,
Streptopelia turtur,European turtle dove,Streptopelia_turtur__European_turtle_dove__HLstrTur1__GCA_901699155.1,GCA_901699155.1,Chromosome,3790373,80150727,
Strigops habroptila,Kakapo,Strigops_habroptila__Kakapo__HLstrHab1__GCA_004027225.1,GCA_004027225.1,Chromosome,9454100,83147210,
Strix aluco,Tawny owl,Strix_aluco__Tawny_owl__HLstrAluc1A__GCA_031877795.1,GCA_031877795.1,Chromosome,11872084,89389700,
Strix nebulosa,Great grey owl,Strix_nebulosa__Great_grey_owl__HLstrNebu1__GCA_051313305.1,GCA_051313305.1,Chromosome,9243205,63843017,
Strix occidentalis caurina,northern spotted owl,Strix_occidentalis_caurina__northern_spotted_owl__HLstrOccCau2__GCA_002372975.2,GCA_002372975.2,Scaffold,172291,20549776,
Strix uralensis,Ural owl,Strix_uralensis__Ural_owl__HLstrUral1__GCF_047716275.1,GCF_047716275.1,Chromosome,16359274,90173155,
Struthidea cinerea,Apostlebird,Struthidea_cinerea__Apostlebird__HLstrCin1__GCA_013397865.1,GCA_013397865.1,Scaffold,74270,1098961,
Struthio camelus,African ostrich,Struthio_camelus__African_ostrich__HLstrCame2A__GCF_040807025.1,GCF_040807025.1,Chromosome,28829471,84633522,
Struthio camelus australis,African ostrich,Struthio_camelus_australis__African_ostrich__strCam1__GCF_000698965.1,GCF_000698965.1,Scaffold,34997,3593425,
Sturnira hondurensis,Honduras yellow-shouldered bat,Sturnira_hondurensis__Honduras_yellow-shouldered_bat__HLstuHon1__GCA_014824575.1,GCA_014824575.1,Scaffold,2136421,10164808,14214.0
Sturnira parvidens,Northern Yellow-shouldered Bat,Sturnira_parvidens__Northern_Yellow-shouldered_Bat__HLstuParv1B__GCA_054855695.1,GCA_054855695.1,Chromosome,50527669,157872161,14105.0
Sturnus vulgaris,Common starling,Sturnus_vulgaris__Common_starling__HLstuVulg2A__GCA_052056855.1,GCA_052056855.1,Chromosome,14719593,73111058,
Sula dactylatra,"masked booby,white booby",Sula_dactylatra__masked_booby__HLsulDac1__GCA_013389905.1,GCA_013389905.1,Scaffold,38906,156242,
Sula leucogaster,Brown booby,Sula_leucogaster__Brown_booby__HLsulLeuc1__GCA_045787245.1,GCA_045787245.1,Scaffold,159547,11631035,
Suncus etruscus,white-toothed pygmy shrew,Suncus_etruscus__white-toothed_pygmy_shrew__HLsunEtr1__GCF_024139225.1,GCF_024139225.1,Chromosome,5042816,131952995,13463.0
Suncus murinus,House shrew,Suncus_murinus__House_shrew__HLsunMuri1__GCA_055769025.1,GCA_055769025.1,Chromosome,108479493,128092613,14127.0
Suricata suricatta,meerkat,Suricata_suricatta__meerkat__HLsurSur2__GCA_004023905.1,GCA_004023905.1,Scaffold,148487,186735,14330.0
Surnia ulula,Northern hawk-owl,Surnia_ulula__Northern_hawk-owl__HLsurUlul1__GCA_045785065.1,GCA_045785065.1,Scaffold,160991,24509715,
Sus cebifrons,Visayan warty pig,Sus_cebifrons__Visayan_warty_pig__HLsusCeb1__GCA_905335845.1,GCA_905335845.1,Scaffold,159795,141782568,14487.0
Sus scrofa,Pig,Sus_scrofa__Pig__HLsusScro12__GCA_048338725.1,GCA_048338725.1,Complete Genome,144930921,144930921,15065.0
Sylvia atricapilla,blackcap,Sylvia_atricapilla__blackcap__HLsylAtr1__GCA_009819655.1,GCA_009819655.1,Chromosome,7345957,72978054,
Sylvia borin,garden warbler,Sylvia_borin__garden_warbler__HLsylBor1__GCA_014839755.1,GCA_014839755.1,Chromosome,31914676,72750092,
Sylvicapra grimmia,bush duiker,Sylvicapra_grimmia__bush_duiker__HLsylGri1__GCA_006408735.1,GCA_006408735.1,Scaffold,9720,583330,10734.0
Sylvietta virens,Green crombec,Sylvietta_virens__Green_crombec__HLsylVir1__GCA_013399515.1,GCA_013399515.1,Scaffold,33668,2514434,
Sylvilagus bachmani,brush rabbit,Sylvilagus_bachmani__brush_rabbit__HLsylBac1,DNA Zoo Consortium,,57936,110456461,14067.0
Sylvilagus floridanus,eastern cottontail,Sylvilagus_floridanus__eastern_cottontail__HLsylFlo1__GCA_949820135.1,GCA_949820135.1,Chromosome,34907720,129271642,14807.0
Symphalangus syndactylus,siamang,Symphalangus_syndactylus__siamang__HLsymSyn3__GCF_028878055.1,GCF_028878055.1,Chromosome,141752677,142586120,14338.0
Syncerus caffer,African buffalo,Syncerus_caffer__African_buffalo__HLsynCaf1__GCA_902500845.1,GCA_902500845.1,Scaffold,2018310,69160875,13155.0
Syrmaticus mikado,Mikado pheasant,Syrmaticus_mikado__Mikado_pheasant__HLsyrMik1__GCA_003435085.1,GCA_003435085.1,Scaffold,107959,11324524,
Tachuris rubrigastra,Many colored rush tyrant,Tachuris_rubrigastra__Many_colored_rush_tyrant__HLtacRub1__GCA_013396555.1,GCA_013396555.1,Scaffold,66111,2761092,
Tachyglossus aculeatus,Australian echidna,Tachyglossus_aculeatus__Australian_echidna__HLtacAcu2__GCF_015852505.1,GCF_015852505.1,Chromosome,19859057,63379719,
Tadarida brasiliensis,Brazilian free-tailed bat,Tadarida_brasiliensis__Brazilian_free-tailed_bat__HLtadBra3__GCA_030848825.1,GCA_030848825.1,Complete Genome,86333355,111098925,14980.0
Tadarida teniotis,European free-tailed bat,Tadarida_teniotis__European_free-tailed_bat__HLtadTeni1A__GCA_976988885.1,GCA_976988885.1,Chromosome,53136000,115364848,14968.0
Tadorna tadorna,Common shelduck,Tadorna_tadorna__Common_shelduck__HLtadTado1__GCA_045784645.1,GCA_045784645.1,Scaffold,168683,6647627,
Taeniopygia guttata,Zebra finch,Taeniopygia_guttata__Zebra_finch__HLtaeGutt6__GCF_048771995.1,GCF_048771995.1,Chromosome,65033001,72089520,
Talpa europaea,European mole,Talpa_europaea__European_mole__HLtalEur1A__GCA_964194135.1,GCA_964194135.1,Chromosome,3421604,136888642,14837.0
Talpa occidentalis,Iberian mole,Talpa_occidentalis__Iberian_mole__HLtalOcc1__GCA_014898055.1,GCA_014898055.1,Scaffold,2611709,119847213,14267.0
Tamandua tetradactyla,southern tamandua,Tamandua_tetradactyla__southern_tamandua__HLtamTet2__GCA_023851605.1,GCA_023851605.1,Chromosome,9869167,174634624,15081.0
Tamias sibiricus,Siberian chipmunk,Tamias_sibiricus__Siberian_chipmunk__HLtamSib1__GCA_025594165.1,GCA_025594165.1,Chromosome,9422552,172614981,11308.0
Tamiasciurus hudsonicus,American red squirrel,Tamiasciurus_hudsonicus__American_red_squirrel__HLtamHuds1__GCA_057657825.1,GCA_057657825.1,,94737435,213340194,15002.0
Tapera naevia,Striped cuckoo,Tapera_naevia__Striped_cuckoo__HLtapNae1__GCA_033556795.1,GCA_033556795.1,,8509748,8509748,
Tapirus indicus,Asiatic tapir,Tapirus_indicus__Asiatic_tapir__HLtapIndi3B__GCA_031878705.1,GCA_031878705.1,Chromosome,56553937,129754520,15095.0
Tapirus terrestris,Brazilian tapir,Tapirus_terrestris__Brazilian_tapir__HLtapTer1__GCA_004025025.1,GCA_004025025.1,Scaffold,164193,186384,14576.0
Tauraco erythrolophus,red-crested turaco,Tauraco_erythrolophus__red-crested_turaco__HLtauEry1__GCA_009769465.1,GCA_009769465.1,Chromosome,11927027,85562082,
Taxidea taxus jeffersonii,American badger,Taxidea_taxus_jeffersonii__American_badger__HLtaxTax1__GCA_003697995.1,GCA_003697995.1,Scaffold,37750,54556,12087.0
Tenrec ecaudatus,Tailless tenrec,Tenrec_ecaudatus__Tailless_tenrec__HLtenEcau2B__GCA_050624465.1,GCA_050624465.1,Chromosome,54742630,165248668,14036.0
Terrapene carolina triunguis,Three-toed box turtle,Terrapene_carolina_triunguis__Three-toed_box_turtle__HLterCarTri1__GCF_002925995.2,GCF_002925995.2,Scaffold,76614,24249581,
Testudo graeca,Mediterranean spur-thighed tortoise,Testudo_graeca__Mediterranean_spur-thighed_tortoise__HLtesGrae1__GCA_040782865.1,GCA_040782865.1,Chromosome,133608,130162285,
Tetrao urogallus,Western capercaillie,Tetrao_urogallus__Western_capercaillie__HLtetUro1__GCA_951394365.1,GCA_951394365.1,Chromosome,1909808,71401156,
Tetrax tetrax,Little bustard,Tetrax_tetrax__Little_bustard__HLtetTet1__GCA_009806455.1,GCA_009806455.1,Scaffold,43434,389676,
Theristicus caerulescens,plumbeous ibis,Theristicus_caerulescens__plumbeous_ibis__HLtheCae1__GCA_020745775.1,GCA_020745775.1,Chromosome,37098842,101368359,
Theropithecus gelada,gelada,Theropithecus_gelada__gelada__HLtheGel1__GCA_003255815.1,GCA_003255815.1,Chromosome,310061,130230028,14833.0
Thinocorus orbignyianus,Gray breasted seedsnipe,Thinocorus_orbignyianus__Gray_breasted_seedsnipe__HLthiOrb1__GCA_013400375.1,GCA_013400375.1,Scaffold,75634,845400,
Thomomys bottae,Bottas pocket gopher,Thomomys_bottae__Bottas_pocket_gopher__HLthoBot2A__GCA_031878675.1,GCA_031878675.1,Chromosome,5921125,64418693,14615.0
Threskiornis aethiopicus,Sacred ibis,Threskiornis_aethiopicus__Sacred_ibis__HLthrAeth1__GCA_028583065.1,GCA_028583065.1,Scaffold,32973,90113662,
Thryonomys swinderianus,Greater cane rat,Thryonomys_swinderianus__Greater_cane_rat__HLthrSwi1__GCA_004025085.1,GCA_004025085.1,Scaffold,18955,21523,12437.0
Thryothorus ludovicianus,Carolina wren,Thryothorus_ludovicianus__Carolina_wren__HLthrLud1__GCA_013397245.1,GCA_013397245.1,Scaffold,60402,495202,
Tinamus guttatus,white-throated tinamou,Tinamus_guttatus__white-throated_tinamou__tinGut2__GCF_000705375.1,GCF_000705375.1,Scaffold,29773,246268,
Tockus deckeni,Von der Deckens hornbill,Tockus_deckeni__Von_der_Deckens_hornbill__HLtocDeck1__GCA_046766075.1,GCA_046766075.1,Scaffold,30912,39430287,
Todiramphus chloris collaris,Collared kingfisher,Todiramphus_chloris_collaris__Collared_kingfisher__HLtodChloCol1__GCA_025345505.1,GCA_025345505.1,Scaffold,148777,17505536,
Todiramphus cinnamominus,Micronesian kingfisher,Todiramphus_cinnamominus__Micronesian_kingfisher__HLtodCinn1__GCA_033439825.1,GCA_033439825.1,Scaffold,26668,60279,
Todus mexicanus,puerto rican tody,Todus_mexicanus__puerto_rican_tody__HLtodMex1__GCA_013389965.1,GCA_013389965.1,Scaffold,8743,12670,
Tokudaia muenninki,Okinawa island spiny rat,Tokudaia_muenninki__Okinawa_island_spiny_rat__HLtokMue1__GCA_036184385.1,GCA_036184385.1,Scaffold,19740843,121843864,14857.0
Tokudaia osimensis,Amami-oshima island spiny rat,Tokudaia_osimensis__Amami-oshima_island_spiny_rat__HLtokOsi1__GCA_027943515.1,GCA_027943515.1,Scaffold,52400,10966626,14785.0
Tokudaia tokunoshimensis,Tokunoshima spiny rat,Tokudaia_tokunoshimensis__Tokunoshima_spiny_rat__HLtokTok1__GCA_036184795.1,GCA_036184795.1,Scaffold,13597559,125076325,14854.0
Tolypeutes matacus,southern three-banded armadillo,Tolypeutes_matacus__southern_three-banded_armadillo__HLtolMata2__GCA_026826555.1,GCA_026826555.1,Scaffold,129379,12561802,14763.0
Tonatia bakeri,stripe-headed round-eared bat,Tonatia_bakeri__stripe-headed_round-eared_bat__HLtonSau1__GCA_004024845.1,GCA_004024845.1,Scaffold,141649,165561,14356.0
Toxostoma redivivum,California thrasher,Toxostoma_redivivum__California_thrasher__HLtoxRed1__GCA_013397375.1,GCA_013397375.1,Scaffold,88070,747747,
Trachemys scripta elegans,red-eared slider turtle,Trachemys_scripta_elegans__red-eared_slider_turtle__HLtraScrEle1__GCF_013100865.1,GCF_013100865.1,Chromosome,204575,140411086,
Trachops cirrhosus,fringe-lipped bat,Trachops_cirrhosus__fringe-lipped_bat__HLtraCir2__GCA_028533065.1,GCA_028533065.1,,59419,124458213,13578.0
Trachypithecus francoisi,Francoiss langur,Trachypithecus_francoisi__Francoiss_langur__HLtraFra1__GCA_009764315.1,GCA_009764315.1,Scaffold,16182741,130977661,14411.0
Trachypithecus germaini,Indochinese lutung,Trachypithecus_germaini__Indochinese_lutung__HLtraGer1__GCA_047047975.1,GCA_047047975.1,Contig,55907425,55907425,15070.0
Trachypithecus phayrei crepuscula,Phayres leaf monkey,Trachypithecus_phayrei_crepuscula__Phayres_leaf_monkey__HLtraPhaCre1__GCA_023762245.1,GCA_023762245.1,Contig,14781066,14781066,10971.0
Trachypithecus shortridgei,Shortridges langur,Trachypithecus_shortridgei__Shortridges_langur__HLtraShor1__GCA_054345695.1,GCA_054345695.1,Scaffold,50335884,134094747,15088.0
Tragelaphus eurycerus isaaci,mountain bongo,Tragelaphus_eurycerus_isaaci__mountain_bongo__HLtraEurIsa1,DNA Zoo Consortium,,90994,192009155,14713.0
Tragelaphus imberbis,lesser kudu,Tragelaphus_imberbis__lesser_kudu__HLtraImb1__GCA_006410775.1,GCA_006410775.1,Scaffold,12858,1775046,9004.0
Tragelaphus scriptus,bushbuck,Tragelaphus_scriptus__bushbuck__HLtraScr1__GCA_006410495.1,GCA_006410495.1,Scaffold,28350,890554,9947.0
Tragelaphus strepsiceros,greater kudu,Tragelaphus_strepsiceros__greater_kudu__HLtraStr1__GCA_006410795.1,GCA_006410795.1,Scaffold,33649,511483,12214.0
Tragopan temminckii,Temmincks tragopan,Tragopan_temminckii__Temmincks_tragopan__HLtraTemm1__GCA_028571105.1,GCA_028571105.1,Scaffold,16512,45914079,
Tragulus javanicus,Java mouse-deer,Tragulus_javanicus__Java_mouse-deer__HLtraJav1__GCA_004024965.2,GCA_004024965.2,Scaffold,80230,14082842,14464.0
Tragulus kanchil,Lesser mouse deer,Tragulus_kanchil__Lesser_mouse_deer__HLtraKan2__GCA_022376925.1,GCA_022376925.1,Scaffold,29645945,224309082,14146.0
Tremarctos ornatus,Spectacled bear,Tremarctos_ornatus__Spectacled_bear__HLtreOrna3__GCA_054642835.1,GCA_054642835.1,Chromosome,61126696,106594636,15075.0
Trichechus inunguis,Amazon manatee,Trichechus_inunguis__Amazon_manatee__HLtriInu1A__GCA_046562895.1,GCA_046562895.1,Chromosome,25109643,123530250,15089.0
Trichechus manatus,West Indian manatee,Trichechus_manatus__West_Indian_manatee__HLtriManLat2,DNA Zoo Consortium,,33836,143724118,14553.0
Trichoglossus moluccanus,rainbow lorikeet,Trichoglossus_moluccanus__rainbow_lorikeet__HLtriMol2__GCA_041053225.1,GCA_041053225.1,,91449,72769352,
Tricholaema leucomelas,pied barbet,Tricholaema_leucomelas__pied_barbet__HLtriLeu1__GCA_013400475.1,GCA_013400475.1,Scaffold,77267,294019,
Trichosurus vulpecula,common brushtail,Trichosurus_vulpecula__common_brushtail__HLtriVul2__GCF_011100635.1,GCF_011100635.1,Chromosome,4314688,442560073,
Tringa erythropus,Spotted redshank,Tringa_erythropus__Spotted_redshank__HLtriEryt1__GCA_045787125.1,GCA_045787125.1,Scaffold,197839,17879394,
Tringa flavipes,Lesser yellowlegs,Tringa_flavipes__Lesser_yellowlegs__HLtriFlav1__GCA_045782655.1,GCA_045782655.1,Scaffold,100986,579100,
Trionyx triunguis,African softshell turtle,Trionyx_triunguis__African_softshell_turtle__HLtriTriu1__GCA_977009205.1,GCA_977009205.1,Chromosome,80362655,137054899,
Trochalopteron elliotii,Elliots laughingthrush,Trochalopteron_elliotii__Elliots_laughingthrush__HLtroEll1__GCA_024734555.1,GCA_024734555.1,Scaffold,115278,2732127,
Trogon melanurus,black-tailed trogon,Trogon_melanurus__black-tailed_trogon__HLtroMel1__GCA_013399275.1,GCA_013399275.1,Scaffold,51448,600933,
Trogon surrucura,Suruca trogon,Trogon_surrucura__Suruca_trogon__HLtroSur1__GCA_020746105.1,GCA_020746105.1,Chromosome,16237294,82617956,
Tupaia chinensis,Chinese tree shrew,Tupaia_chinensis__Chinese_tree_shrew__HLtupChi2__GCA_033439345.1,GCA_033439345.1,Chromosome,3217288,104643080,13175.0
Tupaia tana,large tree shrew,Tupaia_tana__large_tree_shrew__HLtupTan1__GCA_026018925.1,GCA_026018925.1,,7425133,112954644,14473.0
Turdus iliacus,Redwing,Turdus_iliacus__Redwing__HLturIlia1__GCA_965287035.1,GCA_965287035.1,Chromosome,8414000,70769131,
Turdus merula,Blackbird,Turdus_merula__Blackbird__HLturMeru1__GCA_965287015.2,GCA_965287015.2,Chromosome,32937796,71343807,
Turdus migratorius,American robin,Turdus_migratorius__American_robin__HLturMigr1A__GCA_052324695.1,GCA_052324695.1,Chromosome,13640387,68099324,
Turdus philomelos,Song thrush,Turdus_philomelos__Song_thrush__HLturPhil1__GCA_965287025.1,GCA_965287025.1,Chromosome,7452025,62560071,
Turdus rufiventris,rufous-bellied thrush,Turdus_rufiventris__rufous-bellied_thrush__HLturRuf1__GCA_013186435.1,GCA_013186435.1,Scaffold,34001,4184613,
Turnix velox,Little buttonquail,Turnix_velox__Little_buttonquail__HLturVel1__GCA_013400935.1,GCA_013400935.1,Scaffold,44031,151069,
Tursiops aduncus,Indo-pacific bottlenose dolphin,Tursiops_aduncus__Indo-pacific_bottlenose_dolphin__HLturAdu2,DNA Zoo Consortium,,197376,111961311,14304.0
Tursiops truncatus,common bottlenose dolphin,Tursiops_truncatus__common_bottlenose_dolphin__HLturTru5__GCF_011762595.1,GCF_011762595.1,Chromosome,9729386,108430135,14601.0
Tylonycteris robustula,Greater bamboo bat,Tylonycteris_robustula__Greater_bamboo_bat__HLtylRobu1__GCA_055860955.1,GCA_055860955.1,Chromosome,43459562,181107895,14732.0
Tympanuchus cupido pinnatus,greater prairie chicken,Tympanuchus_cupido_pinnatus__greater_prairie_chicken__HLtymCup1__GCA_001870855.1,GCA_001870855.1,Scaffold,47484,12138678,
Tympanuchus pallidicinctus,Lesser prairie-chicken,Tympanuchus_pallidicinctus__Lesser_prairie-chicken__HLtymPal1__GCF_026119805.1,GCF_026119805.1,Scaffold,19124196,45339891,
Typhlomys cinereus,Soft-furred tree mouse,Typhlomys_cinereus__Soft-furred_tree_mouse__HLtypCin1__GCA_023101885.1,GCA_023101885.1,Scaffold,1971523,4558085,13395.0
Tyrannus savana,Fork-tailed flycatcher,Tyrannus_savana__Fork-tailed_flycatcher__HLtyrSav1__GCA_013399735.1,GCA_013399735.1,Scaffold,72317,436182,
Tyto alba,Barn owl,Tyto_alba__Barn_owl__HLtytAlb3__GCF_018691265.1,GCF_018691265.1,Scaffold,17955177,36032128,
Upupa epops,Eurasian hoopoe,Upupa_epops__Eurasian_hoopoe__HLupuEpo1__GCA_013397515.1,GCA_013397515.1,Scaffold,49406,227838,
Uria aalge,common murre,Uria_aalge__common_murre__HLuriAal1__GCA_013401055.1,GCA_013401055.1,Scaffold,23216,11658233,
Uria lomvia,thick-billed guillemot,Uria_lomvia__thick-billed_guillemot__HLuriLom1__GCA_002289315.1,GCA_002289315.1,Scaffold,24899,15847591,
Urocitellus parryii,Arctic ground squirrel,Urocitellus_parryii__Arctic_ground_squirrel__HLuroPar2A__GCA_045843805.1,GCA_045843805.1,Chromosome,23164455,184159334,14748.0
Urocolius indicus,Red faced mousebird,Urocolius_indicus__Red_faced_mousebird__HLuroInd1__GCA_013401255.1,GCA_013401255.1,Scaffold,94415,261726,
Urocynchramus pylzowi,Przevalskis finch,Urocynchramus_pylzowi__Przevalskis_finch__HLuroPyl1__GCA_013397555.1,GCA_013397555.1,Scaffold,53989,858275,
Urocyon cinereoargenteus,Gray fox,Urocyon_cinereoargenteus__Gray_fox__HLuroCin1__GCA_032313775.1,GCA_032313775.1,Chromosome,59386518,72908786,15007.0
Urocyon littoralis catalinae,Santa Catalina Island fox,Urocyon_littoralis_catalinae__Santa_Catalina_Island_fox__HLuroLitCat1,DNA Zoo Consortium,,124737,65046675,14239.0
Uromys caudimaculatus,giant uromys,Uromys_caudimaculatus__giant_uromys__HLuroCau1,DNA Zoo Consortium,,49189,99048585,14184.0
Uropsilus gracilis,gracile shrew mole,Uropsilus_gracilis__gracile_shrew_mole__HLuroGra1__GCA_004024945.1,GCA_004024945.1,Scaffold,43618,55035,11514.0
Ursus americanus,American black bear,Ursus_americanus__American_black_bear__HLursAmer4__GCA_024610735.2,GCA_024610735.2,Chromosome,58859121,73012699,15010.0
Ursus arctos,brown bear,Ursus_arctos__brown_bear__HLursArc2__GCF_023065955.1,GCF_023065955.1,Scaffold,43943000,70076652,15021.0
Ursus maritimus,polar bear,Ursus_maritimus__polar_bear__HLursMar2__GCF_017311325.1,GCF_017311325.1,Scaffold,206653,72237886,14658.0
Ursus thibetanus thibetanus,Asiatic black bear,Ursus_thibetanus_thibetanus__Asiatic_black_bear__HLursThi1__GCA_009660055.1,GCA_009660055.1,Scaffold,145966,26803000,14777.0
Urva auropunctata,small Indian mongoose,Urva_auropunctata__small_Indian_mongoose__HLurvAur1,DNA Zoo Consortium,,79093,132835555,14101.0
Vanellus vanellus,Northern lapwing,Vanellus_vanellus__Northern_lapwing__HLvanVane1A__GCA_965231255.1,GCA_965231255.1,Chromosome,1930563,82789932,
Varecia variegata,ruffed lemur,Varecia_variegata__ruffed_lemur__HLvarVar1__GCA_028533085.1,GCA_028533085.1,Chromosome,40155,128811464,13214.0
Vespertilio murinus,Particolored bat,Vespertilio_murinus__Particolored_bat__HLvesMuri2A__GCA_963924515.2,GCA_963924515.2,Chromosome,48719070,187164881,14785.0
Vicugna pacos,Alpaca,Vicugna_pacos__Alpaca__HLvicPaco5__GCF_048564905.1,GCF_048564905.1,Chromosome,40278543,75404351,15005.0
Vicugna pacos huacaya,alpaca,Vicugna_pacos_huacaya__alpaca__HLvicPacHua3__GCA_000767525.1,GCA_000767525.1,Scaffold,213649,5303709,14267.0
Vicugna vicugna mensalis,vicugna,Vicugna_vicugna_mensalis__vicugna__HLvicVicMen1__GCA_013265495.1,GCA_013265495.1,Scaffold,340839,6158010,14775.0
Vidua chalybeata,Village indigobird,Vidua_chalybeata__Village_indigobird__HLvidCha2__GCA_026979565.1,GCA_026979565.1,Chromosome,15819291,72553174,
Vidua macroura,Pin-tailed whydah,Vidua_macroura__Pin-tailed_whydah__HLvidMac2__GCA_024509145.1,GCA_024509145.1,Chromosome,7488902,61801348,
Vireo altiloquus,black-whiskered vireo,Vireo_altiloquus__black-whiskered_vireo__HLvirAlt1__GCA_013396875.1,GCA_013396875.1,Scaffold,121572,668056,
Vombatus ursinus,common wombat,Vombatus_ursinus__common_wombat__HLvomUrs1__GCA_900497805.2,GCA_900497805.2,Scaffold,113054,28503419,
Vulpes corsac,Corsac fox,Vulpes_corsac__Corsac_fox__HLvulCor1__GCA_030463245.1,GCA_030463245.1,Chromosome,41624634,132204642,15004.0
Vulpes ferrilata,Tibetan sand fox,Vulpes_ferrilata__Tibetan_sand_fox__HLvulFer1__GCA_024500485.1,GCA_024500485.1,Chromosome,52909674,133960477,15001.0
